quote_date,expiration,option_type,strike,bid,ask,last,volume,open_interest,implied_volatility,delta,gamma,theta,vega
2014-01-02,2014-02-06,put,178.0,1.3685,1.3982,1.3834,5000,50000,0.146956,-0.266517,0.039463,-14.222838,18.606938
2014-01-02,2014-02-06,call,183.0,3.1674,3.1936,3.1805,5000,50000,0.142225,0.505432,0.049516,-16.819264,22.595325
2014-01-02,2014-02-06,put,183.0,3.2349,3.2616,3.2482,5000,50000,0.142225,-0.494568,0.049516,-16.691172,22.595325
2014-01-02,2014-02-06,call,187.0,1.5236,1.553,1.5383,5000,50000,0.138533,0.311636,0.045062,-14.506898,20.029141
2014-01-02,2014-02-06,put,187.0,5.5521,5.6594,5.6057,5000,50000,0.138533,-0.688364,0.045062,-14.376006,20.029141
2014-01-02,2014-02-06,call,192.0,0.4602,0.4756,0.4679,5000,50000,0.134027,0.126119,0.027285,-8.215506,11.733001
2014-01-02,2014-02-06,put,192.0,9.3785,9.6915,9.535,5000,50000,0.134027,-0.873881,0.027285,-8.081115,11.733001
2014-01-02,2014-02-06,call,197.0,0.0946,0.0992,0.0969,5000,50000,0.129637,0.033964,0.010266,-2.890701,4.270067
2014-01-02,2014-02-06,put,197.0,13.8345,14.4929,14.1637,5000,50000,0.129637,-0.966036,0.010266,-2.752811,4.270067
2014-01-02,2014-02-21,call,169.0,13.9996,14.6595,14.3296,5000,50000,0.155816,0.919686,0.014135,-5.848898,10.094765
2014-01-02,2014-02-21,put,169.0,0.3843,0.4024,0.3934,5000,50000,0.155816,-0.080314,0.014135,-5.730609,10.094765
2014-01-02,2014-02-21,call,174.0,9.7808,10.1027,9.9418,5000,50000,0.150837,0.822553,0.025465,-9.791377,17.605903
2014-01-02,2014-02-21,put,174.0,0.9888,1.0214,1.0051,5000,50000,0.150837,-0.177447,0.025465,-9.669588,17.605903
2014-01-02,2014-02-21,call,178.0,6.795,6.9423,6.8687,5000,50000,0.146956,0.702029,0.034839,-12.672498,23.466963
2014-01-02,2014-02-21,put,178.0,1.9109,1.9523,1.9316,5000,50000,0.146956,-0.297971,0.034839,-12.54791,23.466963
2014-01-02,2014-02-21,call,183.0,3.7948,3.8261,3.8104,5000,50000,0.142225,0.507913,0.041424,-14.080632,27.00377
2014-01-02,2014-02-21,put,183.0,3.857,3.8888,3.8729,5000,50000,0.142225,-0.492087,0.041424,-13.952544,27.00377
2014-01-02,2014-02-21,call,187.0,2.0735,2.1136,2.0935,5000,50000,0.138533,0.343573,0.039223,-12.635745,24.905219
2014-01-02,2014-02-21,put,187.0,6.0966,6.2145,6.1556,5000,50000,0.138533,-0.656427,0.039223,-12.504858,24.905219
2014-01-02,2014-02-21,call,192.0,0.799,0.8257,0.8124,5000,50000,0.134027,0.171083,0.028002,-8.436527,17.201956
2014-01-02,2014-02-21,put,192.0,9.7119,10.036,9.874,5000,50000,0.134027,-0.828917,0.028002,-8.30214,17.201956
2014-01-02,2014-02-21,call,197.0,0.2359,0.2471,0.2415,5000,50000,0.129637,0.064316,0.014329,-4.036667,8.513954
2014-01-02,2014-02-21,put,197.0,13.9702,14.635,14.3026,5000,50000,0.129637,-0.935684,0.014329,-3.89878,8.513954
2014-01-03,2014-01-24,call,169.0,13.6041,14.2441,13.9241,5000,50000,0.150638,0.986253,0.005316,-2.133881,1.541019
2014-01-03,2014-01-24,call,174.0,8.9614,9.2555,9.1085,5000,50000,0.145823,0.925415,0.022035,-7.948166,6.183405
2014-01-03,2014-01-24,put,174.0,0.213,0.22,0.2165,5000,50000,0.145823,-0.074585,0.022035,-7.826371,6.183405
2014-01-03,2014-01-24,call,178.0,5.5767,5.697,5.6368,5000,50000,0.14207,0.791806,0.046009,-15.62756,12.578475
2014-01-03,2014-01-24,put,178.0,0.7367,0.7526,0.7447,5000,50000,0.14207,-0.208194,0.046009,-15.502965,12.578475
2014-01-03,2014-01-24,call,183.0,2.3436,2.3632,2.3534,5000,50000,0.137496,0.499462,0.066142,-20.973797,17.500521
2014-01-03,2014-01-24,put,183.0,2.4508,2.4713,2.4611,5000,50000,0.137496,-0.500538,0.066142,-20.845702,17.500521
2014-01-03,2014-01-24,call,187.0,0.8528,0.8694,0.8611,5000,50000,0.133926,0.249727,0.054059,-16.246457,13.931928
2014-01-03,2014-01-24,put,187.0,4.9208,5.0164,4.9686,5000,50000,0.133926,-0.750273,0.054059,-16.115563,13.931928
2014-01-03,2014-01-24,call,192.0,0.1449,0.1498,0.1474,5000,50000,0.129569,0.060793,0.021175,-5.952577,5.279587
2014-01-03,2014-01-24,put,192.0,9.1023,9.407,9.2546,5000,50000,0.129569,-0.939207,0.021175,-5.818183,5.279587
2014-01-03,2014-01-24,put,197.0,13.7906,14.4485,14.1195,5000,50000,0.125324,-0.992992,0.003548,-0.794986,0.855726
2014-01-03,2014-02-07,call,169.0,13.7256,14.3713,14.0484,5000,50000,0.150638,0.957052,0.0107,-4.1733,5.169673
2014-01-03,2014-02-07,put,169.0,0.1486,0.1556,0.1521,5000,50000,0.150638,-0.042948,0.0107,-4.055008,5.169673
2014-01-03,2014-02-07,call,174.0,9.2921,9.597,9.4445,5000,50000,0.145823,0.87012,0.0256,-9.208365,11.972656
2014-01-03,2014-02-07,put,174.0,0.539,0.5567,0.5479,5000,50000,0.145823,-0.12988,0.0256,-9.086573,11.972656
2014-01-03,2014-02-07,call,178.0,6.1329,6.2653,6.1991,5000,50000,0.14207,0.738565,0.040429,-13.736944,18.421717
2014-01-03,2014-02-07,put,178.0,1.2883,1.3161,1.3022,5000,50000,0.14207,-0.261435,0.040429,-13.612353,18.421717
2014-01-03,2014-02-07,call,183.0,3.0433,3.0687,3.056,5000,50000,0.137496,0.503232,0.051232,-16.259748,22.592354
2014-01-03,2014-02-07,put,183.0,3.1456,3.1719,3.1587,5000,50000,0.137496,-0.496768,0.051232,-16.131657,22.592354
2014-01-03,2014-02-07,call,187.0,1.422,1.4496,1.4358,5000,50000,0.133926,0.303563,0.046086,-13.861585,19.795468
2014-01-03,2014-02-07,put,187.0,5.4849,5.5915,5.5382,5000,50000,0.133926,-0.696437,0.046086,-13.730693,19.795468
2014-01-03,2014-02-07,call,192.0,0.4059,0.4195,0.4127,5000,50000,0.129569,0.116925,0.026766,-7.529383,11.122853
2014-01-03,2014-02-07,put,192.0,9.3582,9.6714,9.5148,5000,50000,0.129569,-0.883075,0.026766,-7.394992,11.122853
2014-01-03,2014-02-07,call,197.0,0.0767,0.0803,0.0785,5000,50000,0.125324,0.029072,0.00934,-2.456939,3.754195
2014-01-03,2014-02-07,put,197.0,13.8499,14.5106,14.1803,5000,50000,0.125324,-0.970928,0.00934,-2.319049,3.754195
2014-01-03,2014-02-24,call,169.0,13.948,14.6041,14.276,5000,50000,0.150638,0.922035,0.014021,-5.428673,10.06398
2014-01-03,2014-02-24,put,169.0,0.3656,0.3828,0.3742,5000,50000,0.150638,-0.077965,0.014021,-5.310385,10.06398
2014-01-03,2014-02-24,call,174.0,9.7168,10.0357,9.8762,5000,50000,0.145823,0.82489,0.025619,-9.209034,17.801159
2014-01-03,2014-02-24,put,174.0,0.9581,0.9896,0.9739,5000,50000,0.145823,-0.17511,0.025619,-9.087246,17.801159
2014-01-03,2014-02-24,call,178.0,6.7234,6.8685,6.796,5000,50000,0.14207,0.703176,0.035282,-11.994623,23.884992
2014-01-03,2014-02-24,put,178.0,1.873,1.9134,1.8932,5000,50000,0.14207,-0.296824,0.035282,-11.870035,23.884992
2014-01-03,2014-02-24,call,183.0,3.7233,3.7544,3.7389,5000,50000,0.137496,0.506286,0.042027,-13.349588,27.535278
2014-01-03,2014-02-24,put,183.0,3.8197,3.8516,3.8356,5000,50000,0.137496,-0.493714,0.042027,-13.221501,27.535278
2014-01-03,2014-02-24,call,187.0,2.0136,2.0528,2.0332,5000,50000,0.133926,0.339828,0.039626,-11.928223,25.288134
2014-01-03,2014-02-24,put,187.0,6.0706,6.1885,6.1296,5000,50000,0.133926,-0.660172,0.039626,-11.797336,25.288134
2014-01-03,2014-02-24,call,192.0,0.7616,0.7871,0.7743,5000,50000,0.129569,0.166513,0.027918,-7.858956,17.236732
2014-01-03,2014-02-24,put,192.0,9.7077,10.0326,9.8702,5000,50000,0.129569,-0.833487,0.027918,-7.72457,17.236732
2014-01-03,2014-02-24,call,197.0,0.2188,0.2293,0.2241,5000,50000,0.125324,0.06106,0.01396,-3.674321,8.336373
2014-01-03,2014-02-24,put,197.0,13.9858,14.653,14.3194,5000,50000,0.125324,-0.93894,0.01396,-3.536435,8.336373
2014-01-06,2014-01-27,call,169.0,13.1013,13.6993,13.4003,5000,50000,0.147871,0.984754,0.005937,-2.241778,1.67982
2014-01-06,2014-01-27,call,173.0,9.3741,9.6951,9.5346,5000,50000,0.144068,0.938572,0.019254,-6.725714,5.307362
2014-01-06,2014-01-27,put,173.0,0.1668,0.1725,0.1696,5000,50000,0.144068,-0.061428,0.019254,-6.639216,5.307362
2014-01-06,2014-01-27,call,178.0,5.1392,5.2428,5.191,5000,50000,0.139435,0.770693,0.049702,-16.135032,13.259578
2014-01-06,2014-01-27,put,178.0,0.8176,0.8341,0.8258,5000,50000,0.139435,-0.229307,0.049702,-16.046035,13.259578
2014-01-06,2014-01-27,call,182.0,2.5433,2.5662,2.5547,5000,50000,0.135821,0.531018,0.066947,-20.582346,17.397529
2014-01-06,2014-01-27,put,182.0,2.1797,2.1993,2.1895,5000,50000,0.135821,-0.468982,0.066947,-20.491349,17.397529
2014-01-06,2014-01-27,call,187.0,0.6971,0.7117,0.7044,5000,50000,0.131415,0.217569,0.051182,-14.716596,12.869005
2014-01-06,2014-01-27,put,187.0,5.2837,5.3943,5.339,5000,50000,0.131415,-0.782431,0.051182,-14.623098,12.869005
2014-01-06,2014-01-27,call,191.0,0.1626,0.1678,0.1652,5000,50000,0.127973,0.067882,0.023425,-6.384975,5.735631
2014-01-06,2014-01-27,put,191.0,8.6603,8.9391,8.7997,5000,50000,0.127973,-0.932118,0.023425,-6.289477,5.735631
2014-01-06,2014-01-27,put,196.0,13.3386,13.9582,13.6484,5000,50000,0.123771,-0.992107,0.004001,-0.921853,0.947478
2014-01-06,2014-02-10,call,169.0,13.2271,13.8309,13.529,5000,50000,0.147871,0.954056,0.011542,-4.276765,5.442678
2014-01-06,2014-02-10,put,169.0,0.1573,0.1645,0.1609,5000,50000,0.147871,-0.045944,0.011542,-4.192269,5.442678
2014-01-06,2014-02-10,call,173.0,9.6638,9.9947,9.8293,5000,50000,0.144068,0.885797,0.023741,-8.269187,10.906856
2014-01-06,2014-02-10,put,173.0,0.4532,0.4687,0.461,5000,50000,0.144068,-0.114203,0.023741,-8.182691,10.906856
2014-01-06,2014-02-10,call,178.0,5.7069,5.8219,5.7644,5000,50000,0.139435,0.720106,0.042744,-13.880856,19.005605
2014-01-06,2014-02-10,put,178.0,1.3819,1.4098,1.3959,5000,50000,0.139435,-0.279894,0.042744,-13.79186,19.005605
2014-01-06,2014-02-10,call,182.0,3.2298,3.259,3.2444,5000,50000,0.135821,0.527566,0.05189,-15.963127,22.474437
2014-01-06,2014-02-10,put,182.0,2.8627,2.8886,2.8757,5000,50000,0.135821,-0.472434,0.05189,-15.872131,22.474437
2014-01-06,2014-02-10,call,187.0,1.2214,1.247,1.2342,5000,50000,0.131415,0.275618,0.045013,-12.950245,18.863266
2014-01-06,2014-02-10,put,187.0,5.8045,5.926,5.8652,5000,50000,0.131415,-0.724382,0.045013,-12.856749,18.863266
2014-01-06,2014-02-10,call,191.0,0.4368,0.4508,0.4438,5000,50000,0.127973,0.125671,0.028592,-7.797207,11.668072
2014-01-06,2014-02-10,put,191.0,8.9309,9.2184,9.0747,5000,50000,0.127973,-0.874329,0.028592,-7.701711,11.668072
2014-01-06,2014-02-10,call,196.0,0.0823,0.0861,0.0842,5000,50000,0.123771,0.031331,0.010091,-2.573318,3.982935
2014-01-06,2014-02-10,put,196.0,13.4035,14.0261,13.7148,5000,50000,0.123771,-0.968669,0.010091,-2.475323,3.982935
2014-01-06,2014-02-25,call,169.0,13.4241,14.0369,13.7305,5000,50000,0.147871,0.922021,0.01461,-5.388994,9.841566
2014-01-06,2014-02-25,put,169.0,0.3509,0.3669,0.3589,5000,50000,0.147871,-0.077979,0.01461,-5.3045,9.841566
2014-01-06,2014-02-25,call,173.0,10.0054,10.348,10.1767,5000,50000,0.144068,0.845213,0.024483,-8.521529,16.068468
2014-01-06,2014-02-25,put,173.0,0.7913,0.8184,0.8048,5000,50000,0.144068,-0.154787,0.024483,-8.435035,16.068468
2014-01-06,2014-02-25,call,178.0,6.2349,6.3606,6.2977,5000,50000,0.139435,0.690068,0.037483,-12.177224,23.809337
2014-01-06,2014-02-25,put,178.0,1.9063,1.9447,1.9255,5000,50000,0.139435,-0.309932,0.037483,-12.08823,23.809337
2014-01-06,2014-02-25,call,182.0,3.825,3.8596,3.8423,5000,50000,0.135821,0.526234,0.043424,-13.365889,26.868156
2014-01-06,2014-02-25,put,182.0,3.4543,3.4854,3.4698,5000,50000,0.135821,-0.473766,0.043424,-13.274896,26.868156
2014-01-06,2014-02-25,call,187.0,1.7166,1.7525,1.7346,5000,50000,0.131415,0.311765,0.039873,-11.477297,23.870375
2014-01-06,2014-02-25,put,187.0,6.2959,6.4277,6.3618,5000,50000,0.131415,-0.688235,0.039873,-11.383803,23.870375
2014-01-06,2014-02-25,call,191.0,0.7586,0.783,0.7708,5000,50000,0.127973,0.1705,0.029352,-8.008164,17.111902
2014-01-06,2014-02-25,put,191.0,9.2488,9.5466,9.3977,5000,50000,0.127973,-0.8295,0.029352,-7.91267,17.111902
2014-01-06,2014-02-25,call,196.0,0.2095,0.2192,0.2144,5000,50000,0.123771,0.060547,0.014361,-3.663586,8.097504
2014-01-06,2014-02-25,put,196.0,13.5268,14.1551,13.8409,5000,50000,0.123771,-0.939453,0.014361,-3.565593,8.097504
2014-01-07,2014-01-28,call,170.0,13.2066,13.8109,13.5087,5000,50000,0.141031,0.988497,0.004851,-1.691168,1.325059
2014-01-07,2014-01-28,call,174.0,9.455,9.7804,9.6177,5000,50000,0.137425,0.948085,0.01757,-5.651241,4.67685
2014-01-07,2014-01-28,put,174.0,0.1314,0.1359,0.1337,5000,50000,0.137425,-0.051915,0.01757,-5.581643,4.67685
2014-01-07,2014-01-28,call,179.0,5.1572,5.2625,5.2098,5000,50000,0.133033,0.785633,0.049821,-14.896972,12.837286
2014-01-07,2014-01-28,put,179.0,0.7184,0.7331,0.7257,5000,50000,0.133033,-0.214367,0.049821,-14.825374,12.837286
2014-01-07,2014-01-28,call,183.0,2.511,2.5345,2.5228,5000,50000,0.129606,0.540045,0.069588,-19.714583,17.468948
2014-01-07,2014-01-28,put,183.0,2.0291,2.048,2.0386,5000,50000,0.129606,-0.459955,0.069588,-19.641385,17.468948
2014-01-07,2014-01-28,call,188.0,0.6553,0.6688,0.662,5000,50000,0.125427,0.213859,0.052769,-13.98902,12.819577
2014-01-07,2014-01-28,put,188.0,5.1251,5.2303,5.1777,5000,50000,0.125427,-0.786141,0.052769,-13.913822,12.819577
2014-01-07,2014-01-28,call,193.0,0.0899,0.093,0.0915,5000,50000,0.121357,0.042498,0.016947,-4.204182,3.983393
2014-01-07,2014-01-28,put,193.0,9.444,9.7701,9.607,5000,50000,0.121357,-0.957502,0.016947,-4.126983,3.983393
2014-01-07,2014-01-28,put,197.0,13.2227,13.8293,13.526,5000,50000,0.118177,-0.99367,0.003428,-0.727463,0.784605
2014-01-07,2014-02-11,call,170.0,13.3074,13.9163,13.6118,5000,50000,0.141031,0.961637,0.010395,-3.545237,4.732428
2014-01-07,2014-02-11,put,170.0,0.1225,0.1281,0.1253,5000,50000,0.141031,-0.038363,0.010395,-3.47724,4.732428
2014-01-07,2014-02-11,call,174.0,9.7062,10.0403,9.8732,5000,50000,0.137425,0.897744,0.022845,-7.324171,10.134675
2014-01-07,2014-02-11,put,174.0,0.38,0.3931,0.3866,5000,50000,0.137425,-0.102256,0.022845,-7.254573,10.134675
2014-01-07,2014-02-11,call,179.0,5.6859,5.8019,5.7439,5000,50000,0.133033,0.732896,0.043508,-13.012455,18.68463
2014-01-07,2014-02-11,put,179.0,1.2443,1.2697,1.257,5000,50000,0.133033,-0.267104,0.043508,-12.940858,18.68463
2014-01-07,2014-02-11,call,183.0,3.1688,3.1984,3.1836,5000,50000,0.129606,0.534383,0.053975,-15.299186,22.582366
2014-01-07,2014-02-11,put,183.0,2.684,2.7091,2.6966,5000,50000,0.129606,-0.465617,0.053975,-15.225988,22.582366
2014-01-07,2014-02-11,call,188.0,1.1549,1.1786,1.1667,5000,50000,0.125427,0.2722,0.046586,-12.355738,18.862395
2014-01-07,2014-02-11,put,188.0,5.6218,5.7372,5.6795,5000,50000,0.125427,-0.7278,0.046586,-12.280541,18.862395
2014-01-07,2014-02-11,call,193.0,0.2873,0.2973,0.2923,5000,50000,0.121357,0.092379,0.024012,-5.95917,9.406735
2014-01-07,2014-02-11,put,193.0,9.6385,9.9713,9.8049,5000,50000,0.121357,-0.907621,0.024012,-5.881973,9.406735
2014-01-07,2014-02-11,call,197.0,0.0674,0.0705,0.0689,5000,50000,0.118177,0.027209,0.009343,-2.198336,3.564324
2014-01-07,2014-02-11,put,197.0,13.2769,13.8859,13.5814,5000,50000,0.118177,-0.972791,0.009343,-2.119539,3.564324
2014-01-07,2014-02-26,call,170.0,13.4748,14.0914,13.7831,5000,50000,0.141031,0.931761,0.013747,-4.66522,8.940734
2014-01-07,2014-02-26,put,170.0,0.2872,0.3003,0.2938,5000,50000,0.141031,-0.068239,0.013747,-4.597224,8.940734
2014-01-07,2014-02-26,call,174.0,10.0128,10.3574,10.1851,5000,50000,0.137425,0.85758,0.024129,-7.729159,15.291624
2014-01-07,2014-02-26,put,174.0,0.6838,0.7073,0.6956,5000,50000,0.137425,-0.14242,0.024129,-7.659563,15.291624
2014-01-07,2014-02-26,call,179.0,6.1826,6.3089,6.2458,5000,50000,0.133033,0.701176,0.038418,-11.493557,23.569457
2014-01-07,2014-02-26,put,179.0,1.7382,1.7737,1.7559,5000,50000,0.133033,-0.298824,0.038418,-11.421961,23.569457
2014-01-07,2014-02-26,call,183.0,3.7392,3.7742,3.7567,5000,50000,0.129606,0.531776,0.045183,-12.812946,27.005786
2014-01-07,2014-02-26,put,183.0,3.2515,3.2819,3.2667,5000,50000,0.129606,-0.468224,0.045183,-12.73975,27.005786
2014-01-07,2014-02-26,call,188.0,1.6279,1.6613,1.6446,5000,50000,0.125427,0.308593,0.041337,-10.968316,23.910287
2014-01-07,2014-02-26,put,188.0,6.0918,6.2168,6.1543,5000,50000,0.125427,-0.691407,0.041337,-10.89312,23.910287
2014-01-07,2014-02-26,call,193.0,0.5425,0.5612,0.5518,5000,50000,0.121357,0.135119,0.026361,-6.544693,14.753204
2014-01-07,2014-02-26,put,193.0,9.8905,10.232,10.0612,5000,50000,0.121357,-0.864881,0.026361,-6.467497,14.753204
2014-01-07,2014-02-26,call,197.0,0.1784,0.1865,0.1825,5000,50000,0.118177,0.054536,0.013769,-3.240718,7.503928
2014-01-07,2014-02-26,put,197.0,13.3847,13.9987,13.6917,5000,50000,0.118177,-0.945464,0.013769,-3.161922,7.503928
2014-01-08,2014-01-29,call,170.0,13.2449,13.8523,13.5486,5000,50000,0.140519,0.988935,0.004706,-1.648729,1.281357
2014-01-08,2014-01-29,call,174.0,9.4904,9.8181,9.6542,5000,50000,0.136927,0.949411,0.017271,-5.535317,4.582533
2014-01-08,2014-01-29,put,174.0,0.127,0.1314,0.1292,5000,50000,0.136927,-0.050589,0.017271,-5.448319,4.582533
2014-01-08,2014-01-29,call,179.0,5.1828,5.2892,5.236,5000,50000,0.132551,0.788479,0.049602,-14.745773,12.740339
2014-01-08,2014-01-29,put,179.0,0.7036,0.718,0.7108,5000,50000,0.132551,-0.211521,0.049602,-14.656276,12.740339
2014-01-08,2014-01-29,call,184.0,2.017,2.0359,2.0265,5000,50000,0.128297,0.47267,0.070474,-19.576516,17.520076
2014-01-08,2014-01-29,put,184.0,2.4895,2.5128,2.5012,5000,50000,0.128297,-0.52733,0.070474,-19.484518,17.520076
2014-01-08,2014-01-29,call,188.0,0.6583,0.6718,0.665,5000,50000,0.124975,0.215169,0.053137,-13.995231,12.867968
2014-01-08,2014-01-29,put,188.0,5.0877,5.1916,5.1396,5000,50000,0.124975,-0.784831,0.053137,-13.901234,12.867968
2014-01-08,2014-01-29,call,193.0,0.0899,0.093,0.0915,5000,50000,0.120921,0.042625,0.017045,-4.200881,3.993869
2014-01-08,2014-01-29,put,193.0,9.4041,9.7277,9.5659,5000,50000,0.120921,-0.957375,0.017045,-4.104384,3.993869
2014-01-08,2014-01-29,put,197.0,13.1833,13.7864,13.4848,5000,50000,0.117753,-0.993691,0.00343,-0.702862,0.782527
2014-01-08,2014-02-12,call,170.0,13.3435,13.9554,13.6495,5000,50000,0.140519,0.962587,0.010219,-3.479487,4.637596
2014-01-08,2014-02-12,put,170.0,0.1186,0.124,0.1213,5000,50000,0.140519,-0.037413,0.010219,-3.394491,4.637596
2014-01-08,2014-02-12,call,174.0,9.7376,10.0737,9.9057,5000,50000,0.136927,0.899487,0.022638,-7.225027,10.010771
2014-01-08,2014-02-12,put,174.0,0.3709,0.3837,0.3773,5000,50000,0.136927,-0.100513,0.022638,-7.138031,10.010771
2014-01-08,2014-02-12,call,179.0,5.707,5.8241,5.7655,5000,50000,0.132551,0.735407,0.043448,-12.919834,18.599484
2014-01-08,2014-02-12,put,179.0,1.2244,1.2495,1.237,5000,50000,0.132551,-0.264593,0.043448,-12.830338,18.599484
2014-01-08,2014-02-12,call,184.0,2.6702,2.6952,2.6827,5000,50000,0.128297,0.482182,0.054663,-15.19447,22.648926
2014-01-08,2014-02-12,put,184.0,3.1392,3.1686,3.1539,5000,50000,0.128297,-0.517818,0.054663,-15.102475,22.648926
2014-01-08,2014-02-12,call,188.0,1.1578,1.1814,1.1696,5000,50000,0.124975,0.27338,0.046844,-12.34538,18.907022
2014-01-08,2014-02-12,put,188.0,5.5836,5.6976,5.6406,5000,50000,0.124975,-0.72662,0.046844,-12.251384,18.907022
2014-01-08,2014-02-12,call,193.0,0.2871,0.297,0.292,5000,50000,0.120921,0.092571,0.02413,-5.949898,9.423272
2014-01-08,2014-02-12,put,193.0,9.5977,9.9279,9.7628,5000,50000,0.120921,-0.907429,0.02413,-5.853402,9.423272
2014-01-08,2014-02-12,call,197.0,0.067,0.0701,0.0686,5000,50000,0.117753,0.027158,0.00936,-2.188014,3.559542
2014-01-08,2014-02-12,put,197.0,13.2363,13.8419,13.5391,5000,50000,0.117753,-0.972842,0.00936,-2.089519,3.559542
2014-01-08,2014-02-27,call,170.0,13.5082,14.1277,13.818,5000,50000,0.140519,0.933028,0.013596,-4.599415,8.814142
2014-01-08,2014-02-27,put,170.0,0.2799,0.2927,0.2863,5000,50000,0.140519,-0.066972,0.013596,-4.514421,8.814142
2014-01-08,2014-02-27,call,174.0,10.0406,10.3872,10.2139,5000,50000,0.136927,0.859436,0.023997,-7.650273,15.159625
2014-01-08,2014-02-27,put,174.0,0.6704,0.6935,0.682,5000,50000,0.136927,-0.140564,0.023997,-7.563279,15.159625
2014-01-08,2014-02-27,call,179.0,6.2006,6.3278,6.2642,5000,50000,0.132551,0.703414,0.038417,-11.428041,23.493865
2014-01-08,2014-02-27,put,179.0,1.7143,1.7495,1.7319,5000,50000,0.132551,-0.296586,0.038417,-11.338548,23.493865
2014-01-08,2014-02-27,call,184.0,3.2368,3.2671,3.2519,5000,50000,0.128297,0.488103,0.045759,-12.726888,27.085626
2014-01-08,2014-02-27,put,184.0,3.702,3.7366,3.7193,5000,50000,0.128297,-0.511897,0.045759,-12.634895,27.085626
2014-01-08,2014-02-27,call,188.0,1.6303,1.6635,1.6469,5000,50000,0.124975,0.309662,0.04154,-10.95338,23.951692
2014-01-08,2014-02-27,put,188.0,6.0522,6.1758,6.114,5000,50000,0.124975,-0.690338,0.04154,-10.859386,23.951692
2014-01-08,2014-02-27,call,193.0,0.5418,0.5604,0.5511,5000,50000,0.120921,0.135345,0.026481,-6.532551,14.77334
2014-01-08,2014-02-27,put,193.0,9.8485,10.1874,10.0179,5000,50000,0.120921,-0.864655,0.026481,-6.436057,14.77334
2014-01-08,2014-02-27,call,197.0,0.1775,0.1857,0.1816,5000,50000,0.117753,0.054469,0.013802,-3.227661,7.498272
2014-01-08,2014-02-27,put,197.0,13.3429,13.9533,13.6481,5000,50000,0.117753,-0.945531,0.013802,-3.129167,7.498272
2014-01-09,2014-01-30,call,170.0,13.3583,13.9752,13.6667,5000,50000,0.140838,0.989338,0.004543,-1.586694,1.241463
2014-01-09,2014-01-30,call,174.0,9.6015,9.936,9.7687,5000,50000,0.137241,0.951056,0.016772,-5.392727,4.466197
2014-01-09,2014-01-30,put,174.0,0.1226,0.1269,0.1247,5000,50000,0.137241,-0.048944,0.016772,-5.323129,4.466197
2014-01-09,2014-01-30,call,179.0,5.279,5.389,5.334,5000,50000,0.132858,0.793809,0.048717,-14.556168,12.558416
2014-01-09,2014-01-30,put,179.0,0.6827,0.697,0.6899,5000,50000,0.132858,-0.206191,0.048717,-14.48457,12.558416
2014-01-09,2014-01-30,call,184.0,2.0791,2.0979,2.0885,5000,50000,0.128597,0.481128,0.07035,-19.651341,17.553118
